Date;Horaire;Distance;
28/09/2021;16:20:31;4.631635;
28/09/2021;16:20:32;4.632745;
28/09/2021;16:20:33;4.630953;
28/09/2021;16:20:35;4.629883;
28/09/2021;16:20:36;4.630236;
28/09/2021;16:20:37;4.629101;
28/09/2021;16:20:39;4.628074;
28/09/2021;16:20:40;4.62642;
28/09/2021;16:20:41;4.626182;
28/09/2021;16:20:43;4.625264;
28/09/2021;16:20:44;4.624199;
28/09/2021;16:20:46;4.624779;
28/09/2021;16:20:47;4.626053;
28/09/2021;16:20:48;4.626332;
28/09/2021;16:20:50;4.626088;
28/09/2021;16:20:51;4.624341;
28/09/2021;16:20:52;4.625723;
28/09/2021;16:20:54;4.626095;
28/09/2021;16:20:55;4.623643;
28/09/2021;16:20:57;4.624877;
28/09/2021;16:20:58;4.625418;
28/09/2021;16:20:59;4.625278;
28/09/2021;16:21:01;4.624339;
28/09/2021;16:21:02;4.6244;
28/09/2021;16:21:03;4.624276;
28/09/2021;16:21:05;4.625424;
28/09/2021;16:21:06;4.625278;
28/09/2021;16:21:07;4.623971;
28/09/2021;16:21:09;4.623624;
28/09/2021;16:21:10;4.624349;
28/09/2021;16:21:11;4.622971;
28/09/2021;16:21:13;4.621772;
28/09/2021;16:21:14;4.624454;
28/09/2021;16:21:16;4.629163;
28/09/2021;16:21:17;4.631241;
28/09/2021;16:21:18;4.630638;
28/09/2021;16:21:20;4.629134;
28/09/2021;16:21:21;4.627589;
28/09/2021;16:21:22;4.619271;
28/09/2021;16:21:24;4.618101;
28/09/2021;16:21:25;4.618849;
28/09/2021;16:21:26;4.619878;
28/09/2021;16:21:28;4.620734;
28/09/2021;16:21:29;4.621549;
28/09/2021;16:21:31;4.618967;
28/09/2021;16:21:32;4.616884;
28/09/2021;16:21:33;4.615477;
28/09/2021;16:21:35;4.615946;
28/09/2021;16:21:36;4.616109;
28/09/2021;16:21:37;4.614265;
28/09/2021;16:21:39;4.614854;
28/09/2021;16:21:40;4.614784;
28/09/2021;16:21:41;4.615843;
28/09/2021;16:21:43;4.614219;
28/09/2021;16:21:44;4.62046;
28/09/2021;16:21:45;4.621341;
28/09/2021;16:21:47;4.621135;
28/09/2021;16:21:48;4.625999;
28/09/2021;16:21:50;4.624436;
28/09/2021;16:21:51;4.623506;
28/09/2021;16:21:52;4.622765;
28/09/2021;16:21:54;4.622282;
28/09/2021;16:21:55;4.622033;
28/09/2021;16:21:56;4.621656;
28/09/2021;16:21:58;4.623262;
28/09/2021;16:21:59;4.622921;
28/09/2021;16:22:01;4.619284;
28/09/2021;16:22:02;4.616652;
28/09/2021;16:22:03;4.615904;
28/09/2021;16:22:05;4.618518;
28/09/2021;16:22:06;4.619462;
28/09/2021;16:22:07;4.618499;
28/09/2021;16:22:09;4.61624;
28/09/2021;16:22:10;4.612313;
28/09/2021;16:22:11;4.610248;
28/09/2021;16:22:13;4.608325;
28/09/2021;16:22:14;4.606923;
28/09/2021;16:22:15;4.605226;
28/09/2021;16:22:17;4.607004;
28/09/2021;16:22:18;4.607858;
28/09/2021;16:22:19;4.606882;
28/09/2021;16:22:21;4.604865;
28/09/2021;16:22:22;4.601282;
28/09/2021;16:22:24;4.598214;
28/09/2021;16:22:25;4.597403;
28/09/2021;16:22:26;4.596328;
28/09/2021;16:22:28;4.595767;
28/09/2021;16:22:29;4.599719;
28/09/2021;16:22:30;4.602047;
28/09/2021;16:22:32;4.605744;
28/09/2021;16:22:33;4.60815;
28/09/2021;16:22:35;4.605959;
28/09/2021;16:22:36;4.602542;
28/09/2021;16:22:37;4.601525;
28/09/2021;16:22:39;4.601136;
28/09/2021;16:22:40;4.600778;
28/09/2021;16:22:41;4.598694;
28/09/2021;16:22:43;4.599754;
28/09/2021;16:22:44;4.601905;
28/09/2021;16:22:45;4.603856;
28/09/2021;16:22:47;4.603492;
28/09/2021;16:22:48;4.608008;
28/09/2021;16:22:50;4.604724;
28/09/2021;16:22:51;4.60594;
28/09/2021;16:22:52;4.606778;
28/09/2021;16:22:54;4.608201;
28/09/2021;16:22:55;4.607169;
28/09/2021;16:22:56;4.60686;
28/09/2021;16:22:58;4.606226;
28/09/2021;16:22:59;4.607036;
28/09/2021;16:23:00;4.607443;
28/09/2021;16:23:02;4.605415;
28/09/2021;16:23:03;4.604625;
28/09/2021;16:23:04;4.604636;
28/09/2021;16:23:06;4.603916;
28/09/2021;16:23:07;4.603141;
28/09/2021;16:23:08;4.604864;
28/09/2021;16:23:10;4.599077;
28/09/2021;16:23:11;4.597025;
28/09/2021;16:23:13;4.597819;
28/09/2021;16:23:14;4.5985;
28/09/2021;16:23:15;4.599928;
28/09/2021;16:23:17;4.599345;
28/09/2021;16:23:18;4.598237;
28/09/2021;16:23:19;4.603843;
28/09/2021;16:23:21;4.603464;
28/09/2021;16:23:22;4.600067;
28/09/2021;16:23:23;4.598176;
28/09/2021;16:23:25;4.597005;
28/09/2021;16:23:26;4.595642;
28/09/2021;16:23:27;4.598017;
28/09/2021;16:23:29;4.59708;
28/09/2021;16:23:30;4.597289;
28/09/2021;16:23:32;4.59857;
28/09/2021;16:23:33;4.60154;
28/09/2021;16:23:34;4.603466;
28/09/2021;16:23:36;4.602121;
28/09/2021;16:23:37;4.602255;
28/09/2021;16:23:38;4.603453;
28/09/2021;16:23:40;4.601855;
28/09/2021;16:23:41;4.598057;
28/09/2021;16:23:42;4.596407;
28/09/2021;16:23:44;4.598232;
28/09/2021;16:23:45;4.601277;
28/09/2021;16:23:47;4.603071;
28/09/2021;16:23:48;4.600368;
28/09/2021;16:23:49;4.598996;
28/09/2021;16:23:51;4.597383;
28/09/2021;16:23:52;4.595868;
28/09/2021;16:23:53;4.596532;
28/09/2021;16:23:55;4.596848;
28/09/2021;16:23:56;4.599262;
28/09/2021;16:23:58;4.601499;
28/09/2021;16:23:59;4.602101;
28/09/2021;16:24:00;4.604256;
28/09/2021;16:24:02;4.603686;
28/09/2021;16:24:03;4.602598;
28/09/2021;16:24:04;4.601929;
28/09/2021;16:24:06;4.601082;
28/09/2021;16:24:07;4.598477;
28/09/2021;16:24:08;4.599081;
28/09/2021;16:24:10;4.5978;
28/09/2021;16:24:11;4.59453;
28/09/2021;16:24:12;4.591514;
28/09/2021;16:24:14;4.592188;
28/09/2021;16:24:15;4.595557;
28/09/2021;16:24:16;4.597707;
28/09/2021;16:24:18;4.600013;
28/09/2021;16:24:19;4.600026;
28/09/2021;16:24:21;4.59713;
28/09/2021;16:24:22;4.5963;
28/09/2021;16:24:23;4.597198;
28/09/2021;16:24:25;4.596207;
28/09/2021;16:24:26;4.594557;
28/09/2021;16:24:27;4.592632;
28/09/2021;16:24:29;4.590455;
28/09/2021;16:24:30;4.589959;
28/09/2021;16:24:31;4.588039;
28/09/2021;16:24:33;4.585338;
28/09/2021;16:24:34;4.585221;
28/09/2021;16:24:36;4.585869;
28/09/2021;16:24:37;4.584605;
28/09/2021;16:24:38;4.585369;
28/09/2021;16:24:40;4.585058;
28/09/2021;16:24:41;4.58067;
28/09/2021;16:24:42;4.581708;
28/09/2021;16:24:44;4.581763;
28/09/2021;16:24:45;4.584581;
28/09/2021;16:24:47;4.584423;
28/09/2021;16:24:48;4.582885;
28/09/2021;16:24:49;4.580228;
28/09/2021;16:24:51;4.578084;
28/09/2021;16:24:52;4.57549;
28/09/2021;16:24:53;4.573551;
28/09/2021;16:24:55;4.573871;
28/09/2021;16:24:56;4.576189;
28/09/2021;16:24:57;4.579786;
28/09/2021;16:24:59;4.581927;
28/09/2021;16:25:00;4.581791;
28/09/2021;16:25:01;4.579905;
28/09/2021;16:25:03;4.576633;
28/09/2021;16:25:04;4.575204;
28/09/2021;16:25:06;4.574282;
28/09/2021;16:25:07;4.574285;
28/09/2021;16:25:08;4.575753;
28/09/2021;16:25:10;4.5772;
28/09/2021;16:25:11;4.576662;
28/09/2021;16:25:12;4.575341;
28/09/2021;16:25:14;4.575537;
28/09/2021;16:25:15;4.575843;
28/09/2021;16:25:16;4.575615;
28/09/2021;16:25:18;4.575319;
28/09/2021;16:25:19;4.57331;
28/09/2021;16:25:20;4.573805;
28/09/2021;16:25:22;4.573476;
28/09/2021;16:25:23;4.573574;
28/09/2021;16:25:25;4.575847;
28/09/2021;16:25:26;4.577823;
28/09/2021;16:25:27;4.579811;
28/09/2021;16:25:29;4.579197;
28/09/2021;16:25:30;4.577286;
28/09/2021;16:25:31;4.576322;
28/09/2021;16:25:33;4.574522;
28/09/2021;16:25:34;4.572519;
28/09/2021;16:25:35;4.578781;
28/09/2021;16:25:37;4.576442;
28/09/2021;16:25:38;4.577787;
28/09/2021;16:25:40;4.578663;
28/09/2021;16:25:41;4.577277;
28/09/2021;16:25:42;4.577404;
28/09/2021;16:25:44;4.577013;
28/09/2021;16:25:45;4.574582;
28/09/2021;16:25:46;4.576385;
28/09/2021;16:25:48;4.572826;
28/09/2021;16:25:49;4.572444;
28/09/2021;16:25:50;4.570323;
28/09/2021;16:25:52;4.569053;
28/09/2021;16:25:53;4.569147;
28/09/2021;16:25:55;4.572429;
28/09/2021;16:25:56;4.574382;
28/09/2021;16:25:57;4.57525;
28/09/2021;16:25:59;4.576865;
28/09/2021;16:26:00;4.574499;
28/09/2021;16:26:01;4.570705;
28/09/2021;16:26:03;4.568678;
28/09/2021;16:26:04;4.57036;
28/09/2021;16:26:05;4.569047;
28/09/2021;16:26:07;4.569037;
28/09/2021;16:26:08;4.568897;
28/09/2021;16:26:09;4.570651;
28/09/2021;16:26:11;4.569612;
28/09/2021;16:26:12;4.568466;
28/09/2021;16:26:14;4.566115;
28/09/2021;16:26:15;4.563268;
28/09/2021;16:26:16;4.562949;
28/09/2021;16:26:18;4.562769;
28/09/2021;16:26:19;4.563465;
28/09/2021;16:26:20;4.564452;
28/09/2021;16:26:22;4.562984;
28/09/2021;16:26:23;4.564061;
28/09/2021;16:26:24;4.567356;
28/09/2021;16:26:26;4.566843;
28/09/2021;16:26:27;4.566769;
28/09/2021;16:26:29;4.568241;
28/09/2021;16:26:30;4.564193;
28/09/2021;16:26:31;4.563442;
28/09/2021;16:26:33;4.56646;
28/09/2021;16:26:34;4.564962;
28/09/2021;16:26:35;4.564523;
28/09/2021;16:26:37;4.565926;
28/09/2021;16:26:38;4.56356;
28/09/2021;16:26:40;4.562113;
28/09/2021;16:26:41;4.564124;
28/09/2021;16:26:42;4.563608;
28/09/2021;16:26:44;4.566293;
28/09/2021;16:26:45;4.565713;
28/09/2021;16:26:46;4.563999;
28/09/2021;16:26:48;4.565415;
28/09/2021;16:26:49;4.563212;
28/09/2021;16:26:51;4.564597;
28/09/2021;16:26:52;4.565102;
28/09/2021;16:26:53;4.56517;
28/09/2021;16:26:55;4.565487;
28/09/2021;16:26:56;4.567031;
28/09/2021;16:26:57;4.564587;
28/09/2021;16:26:59;4.562897;
28/09/2021;16:27:00;4.560922;
28/09/2021;16:27:01;4.561422;
28/09/2021;16:27:03;4.56225;
28/09/2021;16:27:04;4.562678;
28/09/2021;16:27:05;4.561499;
28/09/2021;16:27:07;4.559548;
28/09/2021;16:27:08;4.557772;
28/09/2021;16:27:10;4.559353;
28/09/2021;16:27:11;4.56036;
28/09/2021;16:27:12;4.558232;
28/09/2021;16:27:14;4.555203;
28/09/2021;16:27:15;4.55392;
28/09/2021;16:27:16;4.553296;
28/09/2021;16:27:18;4.552391;
28/09/2021;16:27:19;4.554236;
28/09/2021;16:27:20;4.553037;
28/09/2021;16:27:22;4.55078;
28/09/2021;16:27:23;4.550298;
28/09/2021;16:27:25;4.550836;
28/09/2021;16:27:26;4.555477;
28/09/2021;16:27:27;4.555479;
28/09/2021;16:27:29;4.554528;
28/09/2021;16:27:30;4.553175;
28/09/2021;16:27:31;4.55107;
28/09/2021;16:27:33;4.550666;
28/09/2021;16:27:34;4.551674;
28/09/2021;16:27:35;4.552903;
28/09/2021;16:27:37;4.551206;
28/09/2021;16:27:38;4.550632;
28/09/2021;16:27:39;4.548934;
28/09/2021;16:27:41;4.547432;
28/09/2021;16:27:42;4.547941;
28/09/2021;16:27:44;4.547896;
28/09/2021;16:27:45;4.543866;
28/09/2021;16:27:46;4.543152;
28/09/2021;16:27:48;4.543804;
28/09/2021;16:27:49;4.542698;
28/09/2021;16:27:50;4.543637;
28/09/2021;16:27:52;4.544203;
28/09/2021;16:27:53;4.545119;
28/09/2021;16:27:54;4.543774;
28/09/2021;16:27:56;4.542183;
28/09/2021;16:27:57;4.540901;
28/09/2021;16:27:59;4.541129;
28/09/2021;16:28:00;4.541779;
28/09/2021;16:28:01;4.541926;
28/09/2021;16:28:03;4.540865;
28/09/2021;16:28:04;4.542018;
28/09/2021;16:28:05;4.543195;
28/09/2021;16:28:07;4.541469;
28/09/2021;16:28:08;4.541472;
28/09/2021;16:28:09;4.537432;
28/09/2021;16:28:11;4.534676;
28/09/2021;16:28:12;4.534514;
28/09/2021;16:28:13;4.536781;
28/09/2021;16:28:15;4.541037;
28/09/2021;16:28:16;4.544216;
28/09/2021;16:28:18;4.547248;
28/09/2021;16:28:19;4.548828;
28/09/2021;16:28:20;4.54645;
28/09/2021;16:28:22;4.549344;
28/09/2021;16:28:23;4.547599;
28/09/2021;16:28:24;4.547819;
28/09/2021;16:28:26;4.544015;
28/09/2021;16:28:27;4.542324;
28/09/2021;16:28:29;4.539935;
28/09/2021;16:28:30;4.54;
28/09/2021;16:28:31;4.53578;
28/09/2021;16:28:33;4.538154;
28/09/2021;16:28:34;4.54023;
28/09/2021;16:28:35;4.541051;
28/09/2021;16:28:37;4.541769;
28/09/2021;16:28:38;4.541796;
28/09/2021;16:28:39;4.539987;
28/09/2021;16:28:41;4.540515;
28/09/2021;16:28:42;4.539221;
28/09/2021;16:28:44;4.540143;
28/09/2021;16:28:45;4.540042;
28/09/2021;16:28:46;4.5394;
28/09/2021;16:28:48;4.538321;
28/09/2021;16:28:49;4.535376;
28/09/2021;16:28:50;4.537423;
28/09/2021;16:28:52;4.536002;
28/09/2021;16:28:53;4.535795;
28/09/2021;16:28:54;4.536871;
28/09/2021;16:28:56;4.539161;
28/09/2021;16:28:57;4.535734;
28/09/2021;16:28:58;4.535816;
28/09/2021;16:29:00;4.535247;
28/09/2021;16:29:01;4.536588;
28/09/2021;16:29:03;4.536852;
28/09/2021;16:29:04;4.536967;
28/09/2021;16:29:05;4.537892;
28/09/2021;16:29:07;4.537463;
28/09/2021;16:29:08;4.535411;
28/09/2021;16:29:09;4.533945;
28/09/2021;16:29:11;4.531993;
28/09/2021;16:29:12;4.531633;
28/09/2021;16:29:13;4.531485;
28/09/2021;16:29:15;4.532024;
28/09/2021;16:29:16;4.533952;
28/09/2021;16:29:18;4.537442;
28/09/2021;16:29:19;4.54043;
28/09/2021;16:29:20;4.539679;
28/09/2021;16:29:22;4.537326;
28/09/2021;16:29:23;4.534369;
28/09/2021;16:29:24;4.532404;
28/09/2021;16:29:26;4.531869;
28/09/2021;16:29:27;4.532492;
28/09/2021;16:29:28;4.534396;
28/09/2021;16:29:30;4.534167;
28/09/2021;16:29:31;4.53426;
28/09/2021;16:29:32;4.533861;
28/09/2021;16:29:34;4.532931;
28/09/2021;16:29:35;4.533864;
28/09/2021;16:29:37;4.533752;
28/09/2021;16:29:38;4.533223;
28/09/2021;16:29:39;4.531246;
28/09/2021;16:29:41;4.53082;
28/09/2021;16:29:42;4.529561;
28/09/2021;16:29:43;4.531162;
28/09/2021;16:29:45;4.533127;
28/09/2021;16:29:46;4.535867;
28/09/2021;16:29:48;4.534581;
28/09/2021;16:29:49;4.533958;
28/09/2021;16:29:50;4.532353;
28/09/2021;16:29:52;4.529618;
28/09/2021;16:29:53;4.529369;
28/09/2021;16:29:54;4.528377;
28/09/2021;16:29:56;4.529937;
28/09/2021;16:29:57;4.531175;
28/09/2021;16:29:58;4.530897;
28/09/2021;16:30:00;4.531147;
28/09/2021;16:30:01;4.528854;
28/09/2021;16:30:02;4.530261;
28/09/2021;16:30:04;4.530842;
28/09/2021;16:30:05;4.527796;
28/09/2021;16:30:07;4.526925;
28/09/2021;16:30:08;4.525823;
28/09/2021;16:30:09;4.524277;
28/09/2021;16:30:11;4.52444;
28/09/2021;16:30:12;4.526515;
28/09/2021;16:30:13;4.5238;
28/09/2021;16:30:15;4.524578;
28/09/2021;16:30:16;4.525808;
28/09/2021;16:30:17;4.528082;
28/09/2021;16:30:19;4.527414;
28/09/2021;16:30:20;4.528233;
28/09/2021;16:30:22;4.527371;
28/09/2021;16:30:23;4.524121;
28/09/2021;16:30:24;4.520218;
28/09/2021;16:30:26;4.518493;
28/09/2021;16:30:27;4.517505;
28/09/2021;16:30:28;4.517768;
28/09/2021;16:30:30;4.518018;
28/09/2021;16:30:31;4.518812;
28/09/2021;16:30:33;4.519399;
28/09/2021;16:30:34;4.520512;
28/09/2021;16:30:35;4.519521;
28/09/2021;16:30:37;4.520109;
28/09/2021;16:30:38;4.518421;
28/09/2021;16:30:39;4.518333;
28/09/2021;16:30:41;4.519653;
28/09/2021;16:30:42;4.51961;
28/09/2021;16:30:43;4.520862;
28/09/2021;16:30:45;4.518537;
28/09/2021;16:30:46;4.516932;
28/09/2021;16:30:47;4.515638;
28/09/2021;16:30:49;4.514322;
28/09/2021;16:30:50;4.514151;
28/09/2021;16:30:52;4.513183;
28/09/2021;16:30:53;4.515102;
28/09/2021;16:30:54;4.514953;
28/09/2021;16:30:56;4.515479;
28/09/2021;16:30:57;4.514499;
28/09/2021;16:30:58;4.515821;
28/09/2021;16:31:00;4.518415;
28/09/2021;16:31:01;4.520834;
28/09/2021;16:31:02;4.518762;
28/09/2021;16:31:04;4.518049;
28/09/2021;16:31:05;4.514562;
28/09/2021;16:31:06;4.51246;
28/09/2021;16:31:08;4.513171;
28/09/2021;16:31:09;4.513191;
28/09/2021;16:31:10;4.517785;
28/09/2021;16:31:12;4.518412;
28/09/2021;16:31:13;4.514521;
28/09/2021;16:31:14;4.512056;
28/09/2021;16:31:16;4.512598;
28/09/2021;16:31:17;4.513848;
28/09/2021;16:31:19;4.513418;
28/09/2021;16:31:20;4.512904;
28/09/2021;16:31:21;4.511348;
28/09/2021;16:31:23;4.511176;
28/09/2021;16:31:24;4.51255;
28/09/2021;16:31:25;4.510482;
28/09/2021;16:31:27;4.510985;
28/09/2021;16:31:28;4.509887;
28/09/2021;16:31:30;4.510331;
28/09/2021;16:31:31;4.510069;
28/09/2021;16:31:32;4.50839;
28/09/2021;16:31:34;4.507471;
28/09/2021;16:31:35;4.509899;
28/09/2021;16:31:36;4.509985;
28/09/2021;16:31:38;4.511196;
28/09/2021;16:31:39;4.510418;
28/09/2021;16:31:40;4.512025;
28/09/2021;16:31:42;4.511839;
28/09/2021;16:31:43;4.512582;
28/09/2021;16:31:45;4.511838;
28/09/2021;16:31:46;4.512185;
28/09/2021;16:31:47;4.510774;
28/09/2021;16:31:49;4.511321;
28/09/2021;16:31:50;4.510088;
28/09/2021;16:31:51;4.510988;
28/09/2021;16:31:53;4.509375;
28/09/2021;16:31:54;4.509339;
28/09/2021;16:31:55;4.507588;
28/09/2021;16:31:57;4.508044;
28/09/2021;16:31:58;4.509589;
28/09/2021;16:32:00;4.507449;
28/09/2021;16:32:01;4.507143;
28/09/2021;16:32:02;4.508834;
28/09/2021;16:32:04;4.509076;
28/09/2021;16:32:05;4.504262;
28/09/2021;16:32:06;4.501946;
28/09/2021;16:32:08;4.499432;
28/09/2021;16:32:09;4.499588;
28/09/2021;16:32:10;4.498671;
28/09/2021;16:32:12;4.497181;
28/09/2021;16:32:13;4.498334;
28/09/2021;16:32:14;4.499422;
28/09/2021;16:32:16;4.499708;
28/09/2021;16:32:17;4.498745;
28/09/2021;16:32:19;4.50003;
28/09/2021;16:32:20;4.49746;
28/09/2021;16:32:21;4.497996;
28/09/2021;16:32:23;4.498663;
28/09/2021;16:32:24;4.501133;
28/09/2021;16:32:25;4.502217;
28/09/2021;16:32:27;4.500683;
28/09/2021;16:32:28;4.49843;
28/09/2021;16:32:30;4.49914;
28/09/2021;16:32:31;4.503121;
28/09/2021;16:32:32;4.502225;
28/09/2021;16:32:34;4.503858;
28/09/2021;16:32:35;4.502793;
28/09/2021;16:32:36;4.499215;
28/09/2021;16:32:38;4.498484;
28/09/2021;16:32:39;4.495943;
28/09/2021;16:32:41;4.496083;
28/09/2021;16:32:42;4.495722;
28/09/2021;16:32:43;4.496119;
28/09/2021;16:32:45;4.497154;
28/09/2021;16:32:46;4.496844;
28/09/2021;16:32:47;4.496394;
28/09/2021;16:32:49;4.492419;
28/09/2021;16:32:50;4.492464;
28/09/2021;16:32:51;4.493099;
28/09/2021;16:32:53;4.491433;
28/09/2021;16:32:54;4.491;
28/09/2021;16:32:56;4.49015;
28/09/2021;16:32:57;4.488233;
28/09/2021;16:32:58;4.486162;
28/09/2021;16:33:00;4.483063;
28/09/2021;16:33:01;4.483806;
28/09/2021;16:33:03;4.482503;
28/09/2021;16:33:04;4.482466;
28/09/2021;16:33:05;4.482662;
28/09/2021;16:33:07;4.480645;
28/09/2021;16:33:08;4.480799;
28/09/2021;16:33:09;4.483276;
28/09/2021;16:33:11;4.486827;
28/09/2021;16:33:12;4.4893;
28/09/2021;16:33:14;4.492877;
28/09/2021;16:33:15;4.491548;
28/09/2021;16:33:16;4.491369;
28/09/2021;16:33:18;4.493018;
28/09/2021;16:33:19;4.495706;
28/09/2021;16:33:20;4.496583;
28/09/2021;16:33:22;4.498255;
28/09/2021;16:33:23;4.499582;
28/09/2021;16:33:24;4.496938;
28/09/2021;16:33:26;4.491426;
28/09/2021;16:33:27;4.499158;
28/09/2021;16:33:28;4.499813;
28/09/2021;16:33:30;4.500549;
28/09/2021;16:33:31;4.496462;
28/09/2021;16:33:33;4.500341;
28/09/2021;16:33:34;4.496226;
28/09/2021;16:33:35;4.49777;
28/09/2021;16:33:37;4.499757;
28/09/2021;16:33:38;4.496644;
28/09/2021;16:33:39;4.495509;
28/09/2021;16:33:41;4.490766;
28/09/2021;16:33:42;4.492566;
28/09/2021;16:33:43;4.488835;
28/09/2021;16:33:45;4.488528;
28/09/2021;16:33:46;4.489483;
28/09/2021;16:33:47;4.486232;
28/09/2021;16:33:49;4.487104;
28/09/2021;16:33:50;4.484849;
28/09/2021;16:33:51;4.485612;
28/09/2021;16:33:53;4.48658;
28/09/2021;16:33:54;4.483105;
28/09/2021;16:33:56;4.482766;
28/09/2021;16:33:57;4.482579;
28/09/2021;16:33:58;4.482725;
28/09/2021;16:34:00;4.488698;
28/09/2021;16:34:01;4.486165;
28/09/2021;16:34:02;4.485968;
28/09/2021;16:34:04;4.482983;
28/09/2021;16:34:05;4.483383;
28/09/2021;16:34:06;4.484177;
28/09/2021;16:34:08;4.483099;
28/09/2021;16:34:09;4.488401;
28/09/2021;16:34:10;4.48841;
28/09/2021;16:34:12;4.487763;
28/09/2021;16:34:13;4.484776;
28/09/2021;16:34:14;4.481661;
28/09/2021;16:34:16;4.481011;
28/09/2021;16:34:17;4.478845;
28/09/2021;16:34:19;4.476734;
28/09/2021;16:34:20;4.477945;
28/09/2021;16:34:21;4.475772;
28/09/2021;16:34:23;4.478203;
28/09/2021;16:34:24;4.478109;
28/09/2021;16:34:25;4.478153;
28/09/2021;16:34:27;4.480275;
28/09/2021;16:34:28;4.479894;
28/09/2021;16:34:29;4.483071;
28/09/2021;16:34:31;4.482461;
28/09/2021;16:34:32;4.482014;
28/09/2021;16:34:33;4.480501;
28/09/2021;16:34:35;4.47906;
28/09/2021;16:34:36;4.479399;
28/09/2021;16:34:38;4.47782;
28/09/2021;16:34:39;4.475282;
28/09/2021;16:34:40;4.474992;
28/09/2021;16:34:42;4.470886;
28/09/2021;16:34:43;4.473136;
28/09/2021;16:34:44;4.474185;
28/09/2021;16:34:46;4.475783;
28/09/2021;16:34:47;4.476595;
28/09/2021;16:34:49;4.478455;
28/09/2021;16:34:50;4.480361;
28/09/2021;16:34:51;4.479616;
28/09/2021;16:34:53;4.478916;
28/09/2021;16:34:54;4.480076;
28/09/2021;16:34:55;4.478311;
28/09/2021;16:34:57;4.476896;
28/09/2021;16:34:58;4.473933;
28/09/2021;16:34:59;4.473384;
28/09/2021;16:35:01;4.476117;
28/09/2021;16:35:02;4.475802;
28/09/2021;16:35:03;4.477027;
28/09/2021;16:35:05;4.478024;
28/09/2021;16:35:06;4.475169;
28/09/2021;16:35:07;4.475192;
28/09/2021;16:35:09;4.475505;
28/09/2021;16:35:10;4.471828;
28/09/2021;16:35:12;4.473504;
28/09/2021;16:35:13;4.471594;
28/09/2021;16:35:14;4.474287;
28/09/2021;16:35:16;4.472369;
28/09/2021;16:35:17;4.469562;
28/09/2021;16:35:18;4.468956;
28/09/2021;16:35:20;4.468144;
28/09/2021;16:35:21;4.466068;
28/09/2021;16:35:22;4.46741;
28/09/2021;16:35:24;4.465878;
28/09/2021;16:35:25;4.46432;
28/09/2021;16:35:27;4.462441;
28/09/2021;16:35:28;4.461594;
28/09/2021;16:35:29;4.463565;
28/09/2021;16:35:31;4.464205;
28/09/2021;16:35:32;4.466409;
28/09/2021;16:35:33;4.466059;
28/09/2021;16:35:35;4.46557;
28/09/2021;16:35:36;4.465135;
28/09/2021;16:35:37;4.464278;
28/09/2021;16:35:39;4.462824;
28/09/2021;16:35:40;4.467074;
28/09/2021;16:35:42;4.466576;
28/09/2021;16:35:43;4.469401;
28/09/2021;16:35:44;4.466866;
28/09/2021;16:35:46;4.467391;
28/09/2021;16:35:47;4.467929;
28/09/2021;16:35:48;4.46699;
28/09/2021;16:35:50;4.465895;
28/09/2021;16:35:51;4.463524;
28/09/2021;16:35:52;4.46101;
28/09/2021;16:35:54;4.460832;
28/09/2021;16:35:55;4.463906;
28/09/2021;16:35:57;4.466019;
28/09/2021;16:35:58;4.469706;
28/09/2021;16:35:59;4.468091;
28/09/2021;16:36:01;4.467804;
28/09/2021;16:36:02;4.465212;
28/09/2021;16:36:03;4.464797;
28/09/2021;16:36:05;4.464179;
28/09/2021;16:36:06;4.462488;
28/09/2021;16:36:08;4.462957;
28/09/2021;16:36:09;4.460942;
28/09/2021;16:36:10;4.460146;
28/09/2021;16:36:12;4.459365;
28/09/2021;16:36:13;4.462033;
28/09/2021;16:36:14;4.462719;
28/09/2021;16:36:16;4.463259;
28/09/2021;16:36:17;4.460768;
28/09/2021;16:36:19;4.462253;
28/09/2021;16:36:20;4.463224;
28/09/2021;16:36:21;4.462868;
28/09/2021;16:36:23;4.463112;
28/09/2021;16:36:24;4.460436;
28/09/2021;16:36:25;4.458982;
28/09/2021;16:36:27;4.456698;
28/09/2021;16:36:28;4.452033;
28/09/2021;16:36:29;4.45304;
28/09/2021;16:36:31;4.454503;
28/09/2021;16:36:32;4.452638;
28/09/2021;16:36:33;4.452538;
28/09/2021;16:36:35;4.451313;
28/09/2021;16:36:36;4.451384;
28/09/2021;16:36:38;4.44784;
28/09/2021;16:36:39;4.446151;
28/09/2021;16:36:40;4.445389;
28/09/2021;16:36:42;4.447319;
28/09/2021;16:36:43;4.44985;
28/09/2021;16:36:44;4.450002;
28/09/2021;16:36:46;4.44587;
28/09/2021;16:36:47;4.443965;
28/09/2021;16:36:48;4.440581;
28/09/2021;16:36:50;4.438958;
28/09/2021;16:36:51;4.439017;
28/09/2021;16:36:53;4.439177;
28/09/2021;16:36:54;4.441925;
28/09/2021;16:36:55;4.440994;
28/09/2021;16:36:57;4.445186;
28/09/2021;16:36:58;4.44585;
28/09/2021;16:36:59;4.446039;
28/09/2021;16:37:01;4.450559;
28/09/2021;16:37:02;4.450299;
28/09/2021;16:37:04;4.450162;
28/09/2021;16:37:05;4.448664;
28/09/2021;16:37:06;4.445788;
28/09/2021;16:37:08;4.445145;
28/09/2021;16:37:09;4.443926;
28/09/2021;16:37:10;4.446064;
28/09/2021;16:37:12;4.452578;
